FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
101690,MAA-PNQ,MAA,PNQ,2025-06-04,94,Airbus A320,180,111,171207.07,139108.41
101691,HYD-LKO,HYD,LKO,2024-11-20,107,Boeing 787-8,242,242,170922.7,159215.28
101692,BOM-JAI,BOM,JAI,2025-03-12,108,Boeing 737-800,189,179,166500.8,134536.16
101693,BLR-SYD,BLR,SYD,2025-08-28,700,Airbus A350-900,325,193,2054928.36,1655646.59
101694,HYD-LKO,HYD,LKO,2025-05-26,121,Boeing 737-800,189,154,126020.69,139480.91
101695,BOM-LKO,BOM,LKO,2025-05-30,124,Airbus A320,180,131,177215.87,156748.21
101696,AMD-PAT,AMD,PAT,2024-09-22,130,Airbus A321neo,220,158,190522.15,175879.04
101697,MAA-BKK,MAA,BKK,2026-05-06,190,Boeing 787-8,242,199,424514.48,354274.81
101698,MAA-DOH,MAA,DOH,2025-01-16,262,Boeing 737-800,189,177,316507.28,385871.06
101699,BLR-DOH,BLR,DOH,2025-11-29,256,Boeing 787-8,242,138,442248.36,379348.77
101700,PNQ-JAI,PNQ,JAI,2026-01-13,107,Airbus A320,180,157,171010.28,144133.0
101701,HYD-NAG,HYD,NAG,2025-11-06,74,Airbus A321neo,220,175,126181.28,108652.85
101702,AMD-PAT,AMD,PAT,2026-05-07,131,Airbus A320,180,165,174655.39,165211.59
101703,DEL-MAA,DEL,MAA,2025-05-31,146,Boeing 787-8,242,242,300236.94,253411.96
101704,BOM-HKG,BOM,HKG,2025-10-31,331,Boeing 787-8,242,205,773059.12,627984.98
101705,BLR-SIN,BLR,SIN,2026-04-10,270,Boeing 737-800,189,189,495334.57,376559.0
101706,DEL-MAA,DEL,MAA,2026-02-10,167,Boeing 737-800,189,136,265803.56,208483.95
101707,BLR-SYD,BLR,SYD,2025-07-26,697,Airbus A350-900,325,190,2048481.75,1653153.23
101708,BOM-HKG,BOM,HKG,2025-02-24,336,Boeing 777-300ER,396,324,1095724.75,882963.04
101709,BOM-JAI,BOM,JAI,2026-02-27,87,Airbus A320,180,133,143842.22,141259.75
101710,BOM-HKG,BOM,HKG,2025-05-17,334,Boeing 787-8,242,191,776824.1,628329.69
101711,DEL-COK,DEL,COK,2025-12-31,167,Airbus A320,180,134,283248.13,201195.77
101712,HYD-PAT,HYD,PAT,2026-05-27,121,Airbus A321neo,220,117,201072.63,180379.7
101713,BOM-JAI,BOM,JAI,2024-10-18,99,ATR 72-600,72,57,85890.1,69770.41
101714,BOM-COK,BOM,COK,2025-04-30,99,Airbus A321neo,220,170,223155.42,169210.8
101715,PNQ-JAI,PNQ,JAI,2024-11-27,101,Boeing 737-800,189,133,154951.52,143375.12
101716,BLR-BKK,BLR,BKK,2025-05-24,198,Boeing 787-8,242,238,478409.91,345066.0
101717,DEL-JFK,DEL,JFK,2026-06-24,884,Boeing 787-8,242,148,2408431.18,1465690.46
101718,DEL-SIN,DEL,SIN,2025-07-21,324,Boeing 787-8,242,163,501223.71,496236.14
101719,MAA-JFK,MAA,JFK,2025-02-16,1000,Boeing 787-8,242,203,2006618.1,1723494.42
101720,MAA-AMD,MAA,AMD,2025-11-12,122,Boeing 787-8,242,201,257612.55,207185.61
101721,AMD-NAG,AMD,NAG,2024-12-11,92,Airbus A321neo,220,151,97547.84,137432.64
101722,BOM-COK,BOM,COK,2025-06-22,112,Airbus A321neo,220,156,219258.38,167257.1
101723,HYD-PAT,HYD,PAT,2026-06-14,109,Airbus A321neo,220,157,249222.87,180089.69
101724,BLR-SIN,BLR,SIN,2025-05-28,249,Airbus A321neo,220,220,543158.43,429282.16
101725,DEL-COK,DEL,COK,2026-06-27,187,Boeing 787-8,242,199,302663.06,252328.48
101726,DEL-BKK,DEL,BKK,2025-11-07,241,Boeing 737-800,189,174,374961.38,322852.55
101727,CCU-PAT,CCU,PAT,2026-04-28,72,Airbus A320,180,155,99644.64,98637.98
101728,BLR-SIN,BLR,SIN,2024-11-29,263,Boeing 737-800,189,112,487870.62,349314.55
101729,MAA-BKK,MAA,BKK,2024-08-27,183,Boeing 737-800,189,151,305699.36,250369.29
101730,MAA-BKK,MAA,BKK,2025-12-10,180,Airbus A320,180,171,294326.31,270655.73
101731,HYD-COK,HYD,COK,2025-08-18,94,Airbus A321neo,220,145,151346.69,135096.7
101732,BOM-JAI,BOM,JAI,2026-03-03,92,Boeing 737-800,189,178,144610.48,145136.42
101733,DEL-BKK,DEL,BKK,2026-05-18,247,Airbus A321neo,220,118,449292.5,395303.58
101734,BOM-HKG,BOM,HKG,2025-04-08,341,Boeing 777-300ER,396,396,917214.21,972869.18
101735,BLR-COK,BLR,COK,2024-11-02,49,Airbus A320,180,132,114439.58,95613.59
101736,BLR-SIN,BLR,SIN,2026-02-07,247,Airbus A321neo,220,220,451862.96,450652.45
101737,HYD-NAG,HYD,NAG,2026-02-28,53,ATR 72-600,72,44,67703.51,56072.98
101738,HYD-NAG,HYD,NAG,2026-02-06,61,Boeing 737-800,189,175,105746.3,98586.35
101739,AMD-NAG,AMD,NAG,2026-01-02,91,ATR 72-600,72,48,58009.92,62823.8
101740,MAA-JFK,MAA,JFK,2026-01-01,996,Boeing 787-8,242,238,2646126.81,1758708.96
101741,CCU-NAG,CCU,NAG,2026-01-03,111,Airbus A320,180,178,182288.56,142867.29
101742,BOM-HKG,BOM,HKG,2026-05-06,343,Boeing 787-8,242,208,999789.6,620740.31
101743,PNQ-LKO,PNQ,LKO,2026-01-20,107,Boeing 737-800,189,159,165113.78,153689.87
101744,AMD-NAG,AMD,NAG,2026-04-30,84,Airbus A320,180,180,83695.21,114247.78
101745,BOM-COK,BOM,COK,2024-11-05,96,Boeing 787-8,242,155,200260.35,170182.62
101746,BOM-LKO,BOM,LKO,2026-05-05,115,Airbus A321neo,220,197,177666.97,157492.82
101747,AMD-NAG,AMD,NAG,2025-04-27,82,Airbus A321neo,220,220,104244.6,132092.4
101748,BLR-COK,BLR,COK,2025-12-18,63,Boeing 737-800,189,171,110922.41,99967.46
101749,DEL-JFK,DEL,JFK,2026-06-05,872,Airbus A350-900,325,219,2140051.22,1768483.05
101750,MAA-JFK,MAA,JFK,2025-05-03,987,Boeing 787-8,242,242,2790336.54,1789490.68
101751,PNQ-NAG,PNQ,NAG,2026-02-26,76,Airbus A320,180,153,89470.05,110664.09
101752,BOM-JAI,BOM,JAI,2025-03-19,86,Boeing 737-800,189,147,154725.8,132587.37
101753,DEL-SIN,DEL,SIN,2025-03-18,328,Boeing 787-8,242,216,721039.02,577029.87
101754,MAA-BKK,MAA,BKK,2026-04-06,184,Airbus A320,180,180,352681.44,274959.4
101755,DEL-JFK,DEL,JFK,2025-07-17,864,Airbus A350-900,325,314,2298735.84,1999247.29
101756,DEL-SIN,DEL,SIN,2024-12-05,321,Airbus A350-900,325,298,1011038.03,747663.95
101757,BOM-HKG,BOM,HKG,2025-03-11,349,Airbus A350-900,325,231,789144.52,721603.88
101758,BOM-JAI,BOM,JAI,2024-09-06,98,Airbus A320,180,127,137997.83,130790.02
101759,DEL-MAA,DEL,MAA,2024-11-27,165,Boeing 787-8,242,235,227498.76,251901.21
101760,AMD-PAT,AMD,PAT,2025-02-13,121,Airbus A320,180,107,223586.03,157368.01
101761,DEL-MAA,DEL,MAA,2025-05-10,150,Boeing 787-8,242,193,284386.72,239382.34
101762,MAA-JFK,MAA,JFK,2026-02-06,991,Boeing 787-8,242,146,2215004.32,1793438.81
101763,BOM-COK,BOM,COK,2024-12-22,118,Boeing 737-800,189,151,135781.91,144269.65
101764,BOM-HKG,BOM,HKG,2026-05-26,345,Boeing 787-8,242,242,888087.54,630202.18
101765,CCU-NAG,CCU,NAG,2025-11-01,111,Boeing 737-800,189,167,187365.88,144136.62
101766,AMD-NAG,AMD,NAG,2026-05-05,87,ATR 72-600,72,72,59727.92,62515.64
101767,MAA-PNQ,MAA,PNQ,2026-04-16,86,ATR 72-600,72,69,87668.48,73804.15
101768,BLR-SIN,BLR,SIN,2026-06-24,262,Airbus A320,180,154,397390.89,342055.57
101769,BLR-COK,BLR,COK,2025-04-20,57,Boeing 737-800,189,162,116611.04,95338.63
101770,CCU-LKO,CCU,LKO,2025-02-20,105,Airbus A321neo,220,159,157457.93,142009.04
101771,BOM-DXB,BOM,DXB,2025-05-17,167,Boeing 787-8,242,217,442453.25,315115.83
101772,DEL-SIN,DEL,SIN,2024-10-04,322,Boeing 787-8,242,156,684336.38,510139.71
101773,MAA-AMD,MAA,AMD,2025-11-17,132,Boeing 737-800,189,189,227775.96,179349.21
101774,HYD-LKO,HYD,LKO,2024-11-17,114,Boeing 787-8,242,190,122083.29,171771.25
101775,DEL-NAG,DEL,NAG,2026-06-15,103,Airbus A321neo,220,186,160736.95,135499.45
101776,HYD-LKO,HYD,LKO,2024-07-08,118,Airbus A320,180,162,121914.6,150521.82
101777,BLR-SIN,BLR,SIN,2026-05-09,253,Boeing 737-800,189,189,547380.72,394166.04
101778,MAA-JFK,MAA,JFK,2026-03-16,995,Boeing 777-300ER,396,304,3061372.05,2379226.93
101779,BLR-COK,BLR,COK,2025-12-19,69,Airbus A320,180,171,102923.52,98491.95
101780,PNQ-LKO,PNQ,LKO,2025-06-27,105,Airbus A321neo,220,186,250951.92,180911.92
101781,CCU-LKO,CCU,LKO,2024-10-24,92,Boeing 737-800,189,148,126543.17,132440.68
101782,BLR-SIN,BLR,SIN,2024-10-29,268,Boeing 787-8,242,169,391879.66,418992.1
101783,HYD-NAG,HYD,NAG,2026-04-08,50,Airbus A320,180,180,127783.37,100857.07
101784,PNQ-NAG,PNQ,NAG,2026-04-20,86,Airbus A320,180,149,108119.19,112451.77
101785,BLR-JFK,BLR,JFK,2025-11-12,995,Boeing 777-300ER,396,310,2647304.36,2368156.31
101786,HYD-LKO,HYD,LKO,2024-10-18,105,Airbus A321neo,220,174,133658.91,150588.7
101787,BLR-JFK,BLR,JFK,2024-10-12,982,Boeing 787-8,242,228,1768562.01,1594506.88
101788,PNQ-LKO,PNQ,LKO,2025-08-25,125,Airbus A321neo,220,132,158465.2,158779.1
101789,HYD-PNQ,HYD,PNQ,2025-02-17,72,Airbus A320,180,140,110752.12,104682.12
101790,MAA-PNQ,MAA,PNQ,2026-01-01,107,Boeing 737-800,189,162,156416.74,142659.35
101791,DEL-MAA,DEL,MAA,2024-12-13,166,Airbus A321neo,220,220,221749.3,205737.8
101792,BOM-HKG,BOM,HKG,2026-06-27,347,Boeing 787-8,242,178,703117.5,526772.35
101793,PNQ-LKO,PNQ,LKO,2025-06-05,112,Airbus A320,180,128,194617.83,159620.97
101794,PNQ-LKO,PNQ,LKO,2026-05-13,114,Airbus A320,180,170,190440.84,161411.44
101795,BOM-JAI,BOM,JAI,2026-05-30,97,Boeing 737-800,189,140,187558.26,140791.7
101796,AMD-NAG,AMD,NAG,2025-11-26,91,ATR 72-600,72,72,57850.3,65673.09
101797,BOM-HKG,BOM,HKG,2024-10-19,328,Boeing 777-300ER,396,259,1234628.12,1008142.44
101798,BOM-JAI,BOM,JAI,2026-06-01,85,Airbus A320,180,162,138734.52,129190.72
101799,BLR-SIN,BLR,SIN,2024-07-09,271,Airbus A321neo,220,168,510286.05,400379.9
101800,AMD-NAG,AMD,NAG,2025-03-11,88,Boeing 737-800,189,175,117556.3,122768.77
101801,BLR-SIN,BLR,SIN,2024-10-26,254,Airbus A320,180,158,428792.09,372280.95
101802,DEL-JFK,DEL,JFK,2025-01-20,880,Boeing 787-8,242,230,1577955.97,1428679.19
101803,BOM-HKG,BOM,HKG,2026-03-18,343,Boeing 787-8,242,213,736430.58,524450.31
101804,DEL-JFK,DEL,JFK,2025-02-20,875,Airbus A350-900,325,275,2065959.81,1779137.41
101805,HYD-IXC,HYD,IXC,2024-11-27,132,Airbus A321neo,220,191,276783.12,195895.48
101806,BLR-SYD,BLR,SYD,2025-08-22,689,Boeing 787-8,242,179,1618705.76,1166215.31
101807,BLR-SIN,BLR,SIN,2025-09-10,252,Boeing 787-8,242,199,510832.17,437904.37
101808,DEL-NAG,DEL,NAG,2025-04-02,88,Boeing 737-800,189,134,155023.56,130313.07
101809,MAA-BKK,MAA,BKK,2024-08-18,185,Boeing 737-800,189,149,384896.03,255059.26
101810,HYD-LKO,HYD,LKO,2025-04-19,105,Boeing 737-800,189,147,165665.3,149318.39
101811,MAA-DOH,MAA,DOH,2025-11-16,259,Airbus A320,180,171,440527.62,344040.53
101812,AMD-NAG,AMD,NAG,2026-01-17,70,Airbus A320,180,147,111443.82,122268.14
101813,BOM-JAI,BOM,JAI,2026-02-24,105,Boeing 737-800,189,158,177463.01,137437.62
101814,BOM-LKO,BOM,LKO,2025-07-29,109,Boeing 737-800,189,125,199758.11,147211.18
101815,DEL-MAA,DEL,MAA,2024-08-12,160,Boeing 737-800,189,156,251778.59,202207.1
101816,MAA-DOH,MAA,DOH,2026-06-22,259,Boeing 737-800,189,142,390430.97,364378.9
101817,DEL-MAA,DEL,MAA,2025-05-05,161,Boeing 787-8,242,220,291200.42,245485.73
101818,DEL-JFK,DEL,JFK,2024-08-14,877,Boeing 787-8,242,149,1751944.78,1300698.94
101819,CCU-LKO,CCU,LKO,2026-01-25,105,ATR 72-600,72,72,77297.75,73070.83
101820,BLR-JFK,BLR,JFK,2025-09-20,991,Airbus A350-900,325,214,2310986.55,1972629.03
101821,CCU-LKO,CCU,LKO,2024-07-23,96,Airbus A321neo,220,172,156288.85,139168.85
101822,AMD-NAG,AMD,NAG,2026-01-31,76,Airbus A321neo,220,195,110481.48,122464.95
101823,MAA-BKK,MAA,BKK,2025-11-19,199,Airbus A320,180,127,277764.3,272458.8
101824,BLR-DOH,BLR,DOH,2025-12-04,241,Boeing 787-8,242,126,566255.26,413081.61
101825,BOM-HKG,BOM,HKG,2025-01-05,331,Airbus A350-900,325,292,982821.85,708260.35
101826,DEL-COK,DEL,COK,2025-12-08,166,Boeing 737-800,189,140,254262.72,218548.22
101827,BLR-SIN,BLR,SIN,2025-02-11,254,Airbus A321neo,220,177,438301.64,387838.16
101828,AMD-NAG,AMD,NAG,2025-12-29,75,Airbus A320,180,123,121553.31,115261.51
101829,MAA-AMD,MAA,AMD,2024-11-14,140,Airbus A320,180,180,177228.9,160166.45
101830,BOM-HKG,BOM,HKG,2025-02-01,331,Airbus A350-900,325,273,918638.27,804106.56
101831,HYD-LKO,HYD,LKO,2025-07-13,112,Airbus A321neo,220,145,168569.32,158619.71
101832,MAA-BKK,MAA,BKK,2024-11-14,185,Boeing 787-8,242,162,379106.81,322831.08
101833,BLR-SYD,BLR,SYD,2024-07-11,689,Boeing 787-8,242,191,1861474.87,1254195.91
101834,PNQ-NAG,PNQ,NAG,2024-07-17,67,Airbus A321neo,220,195,113134.59,122190.76
101835,MAA-BKK,MAA,BKK,2024-10-17,198,Boeing 737-800,189,147,348239.71,284656.17
101836,BLR-SIN,BLR,SIN,2026-04-03,253,Boeing 787-8,242,209,598130.91,453414.77
101837,BOM-COK,BOM,COK,2025-04-02,101,Boeing 787-8,242,170,178666.37,162012.91
101838,DEL-SIN,DEL,SIN,2025-09-30,326,Boeing 777-300ER,396,332,1148669.01,864485.03
101839,BLR-SIN,BLR,SIN,2024-10-04,269,Airbus A321neo,220,176,476565.66,405982.64
101840,BLR-PNQ,BLR,PNQ,2026-02-04,76,Airbus A321neo,220,168,166305.52,131606.54
101841,BLR-SIN,BLR,SIN,2024-12-14,247,Boeing 737-800,189,170,409779.38,389041.75
101842,MAA-JFK,MAA,JFK,2024-11-24,987,Airbus A350-900,325,236,1956308.23,1992861.27
101843,AMD-PAT,AMD,PAT,2024-10-11,136,Boeing 787-8,242,231,253090.83,198807.51
101844,LKO-IXC,LKO,IXC,2024-10-11,62,ATR 72-600,72,55,66864.4,60981.57
101845,MAA-AMD,MAA,AMD,2026-04-21,137,Boeing 787-8,242,198,281552.83,214426.07
101846,BOM-JAI,BOM,JAI,2026-04-04,91,ATR 72-600,72,72,76533.94,71178.14
101847,BOM-HKG,BOM,HKG,2026-01-07,344,Boeing 787-8,242,242,733510.97,599037.74
101848,BOM-LKO,BOM,LKO,2025-11-04,109,Boeing 737-800,189,164,223413.85,163005.6
101849,BLR-JFK,BLR,JFK,2025-11-03,981,Boeing 777-300ER,396,355,3085928.27,2434814.34
101850,MAA-AMD,MAA,AMD,2024-11-04,133,Boeing 737-800,189,176,147205.9,157875.77
101851,MAA-AMD,MAA,AMD,2025-08-30,120,Airbus A321neo,220,179,190424.75,176119.76
101852,MAA-DOH,MAA,DOH,2024-11-28,265,Airbus A320,180,126,390364.59,343250.66
101853,AMD-NAG,AMD,NAG,2026-06-04,86,Airbus A321neo,220,158,133404.91,135713.64
101854,MAA-JFK,MAA,JFK,2024-10-21,986,Boeing 787-8,242,158,1664226.4,1521753.16
101855,MAA-BKK,MAA,BKK,2025-06-07,180,Airbus A321neo,220,178,283589.62,281374.36
101856,HYD-LHR,HYD,LHR,2026-03-12,596,Boeing 777-300ER,396,278,1399514.22,1467482.55
101857,CCU-LKO,CCU,LKO,2025-09-09,88,Airbus A320,180,160,141192.42,126311.74
101858,DEL-DOH,DEL,DOH,2025-06-22,222,Airbus A321neo,220,171,356661.23,367086.1
101859,AMD-NAG,AMD,NAG,2025-03-29,78,Boeing 737-800,189,131,106471.92,125437.98
101860,BLR-SIN,BLR,SIN,2024-11-30,247,Airbus A320,180,135,384382.78,365856.05
101861,CCU-PAT,CCU,PAT,2025-11-02,64,Airbus A320,180,139,115461.97,105826.34
101862,BOM-JAI,BOM,JAI,2024-11-26,103,Boeing 737-800,189,159,155463.41,129508.75
101863,DEL-JFK,DEL,JFK,2025-05-23,869,Boeing 787-8,242,187,1825602.33,1436191.58
101864,HYD-NAG,HYD,NAG,2026-04-13,65,Airbus A321neo,220,212,115315.75,105358.82
101865,BOM-HKG,BOM,HKG,2025-09-02,331,Airbus A350-900,325,222,995239.16,806767.96
101866,BOM-COK,BOM,COK,2025-02-21,109,Airbus A321neo,220,166,188259.98,158088.84
101867,DEL-COK,DEL,COK,2026-06-11,180,Airbus A321neo,220,213,303801.41,259746.09
101868,PNQ-NAG,PNQ,NAG,2025-01-25,72,Airbus A320,180,146,122077.05,117917.46
101869,MAA-AMD,MAA,AMD,2024-10-21,142,Boeing 737-800,189,128,151804.79,158922.5
101870,BOM-LKO,BOM,LKO,2024-11-20,126,Boeing 787-8,242,242,148371.52,175102.5
101871,CCU-PAT,CCU,PAT,2025-09-05,78,Airbus A321neo,220,184,111684.75,107547.29
101872,MAA-JFK,MAA,JFK,2026-06-13,985,Boeing 787-8,242,174,1856657.21,1725001.68
101873,MAA-PNQ,MAA,PNQ,2025-07-16,109,Airbus A320,180,172,146602.55,126133.14
101874,DEL-MAA,DEL,MAA,2026-03-01,157,Boeing 737-800,189,165,284680.64,212119.96
101875,MAA-AMD,MAA,AMD,2024-09-17,120,Airbus A321neo,220,176,170741.31,172012.02
101876,MAA-JFK,MAA,JFK,2025-10-25,1001,Airbus A350-900,325,245,2615631.55,2375168.71
101877,BOM-HKG,BOM,HKG,2025-08-26,332,Airbus A350-900,325,234,1009714.3,838034.41
101878,BLR-COK,BLR,COK,2024-10-22,46,Boeing 737-800,189,144,115028.73,94464.3
101879,BLR-DOH,BLR,DOH,2025-11-28,256,Airbus A320,180,175,370648.0,309250.42
101880,HYD-IXC,HYD,IXC,2025-10-09,151,Airbus A321neo,220,182,216979.88,200334.19
101881,MAA-JFK,MAA,JFK,2026-06-27,995,Boeing 777-300ER,396,371,2832304.33,2507533.17
101882,HYD-SIN,HYD,SIN,2025-07-22,258,Airbus A321neo,220,203,457448.48,464967.35
101883,BOM-JAI,BOM,JAI,2025-02-10,100,Airbus A320,180,132,146863.19,131873.99
101884,MAA-JFK,MAA,JFK,2024-09-18,997,Boeing 777-300ER,396,322,3960006.5,2916292.55
101885,HYD-NAG,HYD,NAG,2025-07-25,66,Airbus A320,180,113,98025.49,97549.22
101886,BOM-HKG,BOM,HKG,2024-10-20,330,Airbus A350-900,325,199,1039723.79,726454.99
101887,BOM-LKO,BOM,LKO,2025-03-03,112,Boeing 737-800,189,154,153033.68,151790.81
101888,BOM-COK,BOM,COK,2025-05-13,110,Airbus A320,180,150,183062.92,138114.14
101889,PNQ-NAG,PNQ,NAG,2024-09-26,69,Airbus A321neo,220,164,142799.25,128325.01
101890,BOM-COK,BOM,COK,2024-08-16,115,Boeing 737-800,189,130,140857.26,138570.7
101891,DEL-MAA,DEL,MAA,2025-04-16,170,Airbus A321neo,220,220,333273.5,239017.76
101892,PNQ-JAI,PNQ,JAI,2025-06-30,96,Airbus A320,180,119,195222.96,143896.31
101893,BLR-SIN,BLR,SIN,2025-11-28,257,Airbus A320,180,149,411873.39,315519.03
101894,MAA-JFK,MAA,JFK,2025-07-27,997,Boeing 787-8,242,230,1949286.84,1628765.71
101895,BLR-DOH,BLR,DOH,2026-05-30,241,Airbus A320,180,153,445983.93,330806.17
101896,BLR-DOH,BLR,DOH,2025-02-06,255,Airbus A320,180,116,498708.73,355324.64
101897,DEL-BKK,DEL,BKK,2025-11-26,234,Boeing 737-800,189,173,382428.59,339164.76
101898,BLR-SIN,BLR,SIN,2025-06-15,270,Boeing 737-800,189,134,354372.99,354853.46
101899,BOM-JAI,BOM,JAI,2025-09-15,100,Airbus A320,180,129,141284.86,125806.32
101900,BLR-SIN,BLR,SIN,2026-03-18,253,Boeing 737-800,189,123,445436.19,367301.71
101901,MAA-BKK,MAA,BKK,2024-10-08,203,Boeing 737-800,189,158,342887.22,289150.24
101902,CCU-PAT,CCU,PAT,2024-09-28,67,Airbus A321neo,220,189,115530.22,110344.0
101903,BLR-PNQ,BLR,PNQ,2024-09-08,79,Airbus A320,180,162,138341.14,117531.68
101904,BOM-LKO,BOM,LKO,2025-10-15,109,Airbus A320,180,174,220733.77,147353.26
101905,HYD-NAG,HYD,NAG,2026-04-27,72,Airbus A320,180,150,114135.69,103766.22
101906,MAA-BKK,MAA,BKK,2025-07-08,191,Boeing 787-8,242,182,466157.44,354408.17
101907,HYD-IXC,HYD,IXC,2024-11-10,150,Boeing 787-8,242,242,223381.26,209039.71
101908,DEL-NAG,DEL,NAG,2024-09-24,88,Boeing 737-800,189,156,154836.22,135705.75
101909,DEL-NAG,DEL,NAG,2026-05-30,102,Airbus A320,180,177,167669.66,122268.45
101910,MAA-BKK,MAA,BKK,2026-06-17,198,Airbus A320,180,135,266384.88,279574.9
101911,HYD-LKO,HYD,LKO,2024-12-10,105,Boeing 787-8,242,242,138848.97,174273.67
101912,BOM-DXB,BOM,DXB,2026-05-17,179,Airbus A320,180,158,293999.58,218436.83
101913,HYD-NAG,HYD,NAG,2025-10-20,73,Boeing 737-800,189,154,112797.46,98447.79
101914,PNQ-LKO,PNQ,LKO,2025-08-11,126,Airbus A320,180,128,118168.64,156719.24
101915,PNQ-LKO,PNQ,LKO,2026-03-11,110,Airbus A321neo,220,190,189448.02,168460.12
101916,BLR-SIN,BLR,SIN,2024-08-09,253,Airbus A321neo,220,212,526885.61,410447.91
101917,MAA-BKK,MAA,BKK,2026-02-02,184,Airbus A320,180,129,331552.47,238407.03
101918,BLR-SYD,BLR,SYD,2025-07-06,711,Airbus A350-900,325,298,2022434.73,1706760.92
101919,MAA-BKK,MAA,BKK,2024-07-24,184,Airbus A320,180,166,323988.26,286423.6
101920,BLR-SIN,BLR,SIN,2024-09-24,262,Airbus A321neo,220,176,490186.98,373781.85
101921,AMD-NAG,AMD,NAG,2025-10-06,91,Airbus A320,180,157,116445.7,123595.43
101922,CCU-NAG,CCU,NAG,2024-08-25,96,ATR 72-600,72,53,91287.73,69519.84
101923,BLR-JFK,BLR,JFK,2024-12-16,992,Boeing 787-8,242,213,1690059.05,1497011.05
101924,MAA-BKK,MAA,BKK,2024-12-12,192,Airbus A321neo,220,181,513207.23,335342.3
101925,BLR-COK,BLR,COK,2024-07-11,60,Airbus A321neo,220,152,136649.02,101913.84
101926,BLR-JFK,BLR,JFK,2026-02-13,991,Boeing 787-8,242,156,2170990.71,1672482.45
101927,AMD-NAG,AMD,NAG,2025-05-21,93,Airbus A321neo,220,206,126842.03,121715.07
101928,BLR-JFK,BLR,JFK,2025-05-21,985,Boeing 777-300ER,396,319,2577810.26,2406708.39
101929,MAA-BKK,MAA,BKK,2024-07-04,192,Airbus A321neo,220,169,500586.54,336784.99
101930,MAA-BKK,MAA,BKK,2026-04-16,194,Boeing 787-8,242,188,291837.8,362147.53
101931,DEL-MAA,DEL,MAA,2025-09-04,170,Airbus A320,180,142,258024.78,199565.44
101932,BOM-HKG,BOM,HKG,2025-01-31,330,Airbus A350-900,325,246,1192334.83,879517.57
101933,MAA-BKK,MAA,BKK,2025-07-08,179,Boeing 737-800,189,124,294350.63,245999.31
101934,BLR-JFK,BLR,JFK,2026-06-17,995,Airbus A350-900,325,283,2282393.17,2215903.79
101935,DEL-JFK,DEL,JFK,2026-01-07,868,Airbus A350-900,325,300,2730931.12,1930811.16
101936,MAA-BKK,MAA,BKK,2025-10-13,202,Airbus A321neo,220,184,332650.53,301123.01
101937,PNQ-LKO,PNQ,LKO,2025-07-26,116,Boeing 737-800,189,182,187786.04,149967.9
101938,DEL-BKK,DEL,BKK,2026-06-19,246,Boeing 737-800,189,105,470919.09,346702.77
101939,HYD-LHR,HYD,LHR,2024-10-15,598,Boeing 777-300ER,396,282,1805781.03,1442950.8
101940,MAA-AMD,MAA,AMD,2026-03-31,120,Boeing 787-8,242,218,231953.5,214165.88
101941,DEL-MAA,DEL,MAA,2024-08-03,160,Airbus A321neo,220,128,311426.51,227189.88
101942,BLR-BKK,BLR,BKK,2026-01-16,217,Airbus A320,180,180,336248.11,278803.67
101943,PNQ-LKO,PNQ,LKO,2025-10-19,105,Airbus A321neo,220,194,184530.35,166500.69
101944,MAA-JFK,MAA,JFK,2024-07-08,1001,Boeing 777-300ER,396,313,3592726.32,3001658.04
101945,BOM-HKG,BOM,HKG,2026-05-06,331,Airbus A350-900,325,277,964955.19,755353.38
101946,MAA-JFK,MAA,JFK,2025-03-05,992,Boeing 777-300ER,396,251,2775624.71,2352728.63
101947,MAA-DOH,MAA,DOH,2025-07-19,255,Airbus A320,180,147,576471.61,380736.47
101948,DEL-NAG,DEL,NAG,2024-12-22,88,ATR 72-600,72,53,88540.92,71816.48
101949,DEL-JFK,DEL,JFK,2025-01-14,883,Boeing 787-8,242,238,1362418.4,1481332.35
101950,HYD-IXC,HYD,IXC,2025-09-13,150,Airbus A320,180,149,211165.85,164556.8
101951,DEL-SIN,DEL,SIN,2025-05-22,321,Boeing 777-300ER,396,387,1116804.62,925601.58
101952,BLR-COK,BLR,COK,2025-11-29,66,Airbus A320,180,170,110137.4,93038.88
101953,DEL-COK,DEL,COK,2025-03-24,185,Airbus A321neo,220,127,309797.97,260978.14
101954,PNQ-LKO,PNQ,LKO,2024-07-27,104,Airbus A321neo,220,162,177405.45,167154.71
101955,BLR-DXB,BLR,DXB,2026-06-25,213,Boeing 737-800,189,189,319568.18,317895.55
101956,MAA-BKK,MAA,BKK,2024-11-11,179,Boeing 737-800,189,140,381271.95,298928.56
101957,DEL-SIN,DEL,SIN,2026-04-30,321,Boeing 777-300ER,396,396,987538.62,1007067.54
101958,AMD-NAG,AMD,NAG,2025-07-23,75,Boeing 737-800,189,149,111444.31,124880.55
101959,DEL-BKK,DEL,BKK,2026-04-04,253,Airbus A321neo,220,159,437671.14,341736.2
101960,MAA-BKK,MAA,BKK,2026-03-03,181,Boeing 787-8,242,221,442500.43,302815.42
101961,CCU-PAT,CCU,PAT,2024-09-18,58,Airbus A320,180,135,155504.0,102967.08
101962,BOM-LKO,BOM,LKO,2025-11-15,114,Boeing 787-8,242,148,230071.74,190162.31
